,UPC,Title,StarRating,Category,ProdType,Price_IncTax,Available,Stock,PriceCategory,Stock_Rg
700,0e4e2d31c2fb3aad,Walk the Edge Thunder Road 2,3,Young Adult,Books,32.36,In stock,3,Medium,0-10
701,7feac4000cbc5859,Voyager Outlander 3,5,Historical Fiction,Books,21.07,In stock,3,Low,0-10
702,52aa3d79b1cee455,Very Good Lives The Fringe Benefits of Failure and the Importance of Imagination,3,Nonfiction,Books,50.66,In stock,3,High,0-10
703,4672d10b9b1e7a05,Vegan Vegetarian Omnivore Dinner for Everyone at the Table,2,Food and Drink,Books,13.66,In stock,3,Low,0-10
704,b830685072fa871f,Unstuffed Decluttering Your Home Mind and Soul,1,Nonfiction,Books,58.09,In stock,3,High,0-10
705,599a4f98bb193368,Under the Banner of Heaven A Story of Violent Faith,1,Nonfiction,Books,30.0,In stock,3,Medium,0-10
706,61bc8167c9680283,Two Boys Kissing,2,Young Adult,Books,32.74,In stock,3,Medium,0-10
707,b53078de0147f6bf,Twilight Twilight 1,2,Default,Books,41.93,In stock,3,Medium,0-10
708,8ebad30219b8679c,Twenties Girl,2,Womens Fiction,Books,42.8,In stock,3,Medium,0-10
709,2173a2ce35f6ace1,Trespassing Across America One Mans Epic NeverDoneBefore and Sort of Illegal Hike Across the Heartland,1,Nonfiction,Books,53.51,In stock,3,High,0-10
710,57f755143ee96fd4,ThreeMartini Lunch,3,Fiction,Books,23.21,In stock,3,Low,0-10
711,719d72f3ee512dc6,Thinking Fast and Slow,1,Psychology,Books,21.14,In stock,3,Low,0-10
712,75fed6a47f69859d,The Wild Robot,3,Childrens,Books,56.07,In stock,3,High,0-10
713,a33ed2e6068df53e,The Wicked  The Divine Vol 3 Commercial Suicide The Wicked  The Divine,3,Sequential Art,Books,14.41,In stock,3,Low,0-10
714,813cff2aefa5d1f0,The Undomestic Goddess,4,Womens Fiction,Books,45.75,In stock,3,Medium,0-10
715,2b685187f55c5d31,The Travelers,1,Thriller,Books,15.77,In stock,3,Low,0-10
716,224fa77d4b248046,The Tipping Point How Little Things Can Make a Big Difference,2,Add a comment,Books,10.02,In stock,3,Low,0-10
717,3d15714d4d3d15dd,The Thing About Jellyfish,1,Childrens,Books,48.77,In stock,3,Medium,0-10
718,49f24193f0b961e6,The Stand,2,Horror,Books,57.86,In stock,3,High,0-10
719,742702d662a71410,The Smitten Kitchen Cookbook,1,Food and Drink,Books,23.59,In stock,3,Low,0-10
720,f06039c29b5891fa,The Silkworm Cormoran Strike 2,5,Mystery,Books,23.05,In stock,3,Low,0-10
721,91eb9605998a7c03,The Sandman Vol 3 Dream Country The Sandman volumes 3,5,Sequential Art,Books,55.55,In stock,3,High,0-10
722,322a9e34d87f54b1,The Rose  the Dagger The Wrath and the Dawn 2,4,Fantasy,Books,58.64,In stock,3,High,0-10
723,366a236aa1ea6f07,The Road to Little Dribbling Adventures of an American in Britain Notes From a Small Island 2,1,Travel,Books,23.21,In stock,3,Low,0-10
724,1a5044d233936b1a,The Rise of Theodore Roosevelt Theodore Roosevelt 1,3,Biography,Books,42.57,In stock,3,Medium,0-10
725,0e92ccf1bd39e68f,The Restaurant at the End of the Universe Hitchhikers Guide to the Galaxy 2,1,Science Fiction,Books,10.92,In stock,3,Low,0-10
726,e2d47e82c50d41d9,The Rest Is Noise Listening to the Twentieth Century,1,Add a comment,Books,34.77,In stock,3,Medium,0-10
727,3c456328b04a8ee8,The Red Tent,5,Historical Fiction,Books,35.66,In stock,3,Medium,0-10
728,0e7beedf0ee9380c,The Purpose Driven Life What on Earth Am I Here for,3,Add a comment,Books,37.19,In stock,3,Medium,0-10
729,969f6c7e86554814,The Purest Hook Second Circle Tattoos 3,1,Romance,Books,12.25,In stock,3,Low,0-10
730,b9f6305a3d650e2c,The Picture of Dorian Gray,2,Classics,Books,29.7,In stock,3,Medium,0-10
731,fa26798728f5208f,The Paris Wife,3,Default,Books,36.8,In stock,3,Medium,0-10
732,ee441c8e027caa66,The Obsession,1,Romance,Books,45.43,In stock,3,Medium,0-10
733,29d6d87f3418638b,The Nightingale,4,Fiction,Books,26.26,In stock,3,Medium,0-10
734,3e42ac0f4d43320f,The New Guy and Other Senior Year Distractions,3,Young Adult,Books,44.92,In stock,3,Medium,0-10
735,6263c1d2997b8ce0,The Nanny Diaries Nanny 1,5,Womens Fiction,Books,52.53,In stock,3,High,0-10
736,0baf71623648413a,The Name of God is Mercy,2,Nonfiction,Books,37.25,In stock,3,Medium,0-10
737,4266f48a0aa1c37d,The Maze Runner The Maze Runner 1,1,Default,Books,20.93,In stock,3,Low,0-10
738,36c15687f5ab0f7c,The Lovers Dictionary,2,Default,Books,58.09,In stock,3,High,0-10
739,cf2f27fdf94ba20e,The Lonely Ones,5,Childrens,Books,43.59,In stock,3,Medium,0-10
740,70c7c3ca7f9b2728,The Lean Startup How Todays Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,Business,Books,33.92,In stock,3,Medium,0-10
741,476c7972e9b41891,The Last Painting of Sara de Vos,2,Historical Fiction,Books,55.55,In stock,3,High,0-10
742,35e69a79d2b1e804,The Land of 10000 Madonnas,4,Young Adult,Books,29.64,In stock,3,Medium,0-10
743,554e9e2d532b3a87,The Infinities,1,Fiction,Books,27.41,In stock,3,Medium,0-10
744,ff6bb30dd0c482a6,The Husbands Secret,5,Fiction,Books,52.51,In stock,3,High,0-10
745,a8b0ea6490bc818f,The Hitchhikers Guide to the Galaxy Hitchhikers Guide to the Galaxy 1,3,Add a comment,Books,47.8,In stock,3,Medium,0-10
746,b5da59dd177eb36b,The Guns of August,2,History,Books,14.54,In stock,3,Low,0-10
747,4a0a276409968a73,The Guernsey Literary and Potato Peel Pie Society,1,Historical Fiction,Books,49.53,In stock,3,Medium,0-10
748,c88422d8959260ab,The Goldfinch,3,Default,Books,43.58,In stock,3,Medium,0-10
749,e2dac1f4739e0bd5,The Giver The Giver Quartet 1,1,Default,Books,12.3,In stock,3,Low,0-10
750,92dcc54a27107a37,The Girl with All the Gifts,3,Horror,Books,49.47,In stock,3,Medium,0-10
751,bfa9cb304075d3e8,The Girl Who Played with Fire Millennium Trilogy 2,2,Default,Books,22.14,In stock,3,Low,0-10
752,8f5d16a5a9bd58b2,The Girl Who Kicked the Hornets Nest Millennium Trilogy 3,1,Add a comment,Books,57.48,In stock,3,High,0-10
753,dd003e904727281a,The Exiled,3,Mystery,Books,43.45,In stock,3,Medium,0-10
754,b3f2bc2cefb35f05,The End of Faith Religion Terror and the Future of Reason,4,Add a comment,Books,22.13,In stock,3,Low,0-10
755,c6bf14cb901c63ac,The Elegant Universe Superstrings Hidden Dimensions and the Quest for the Ultimate Theory,4,Science,Books,13.03,In stock,3,Low,0-10
756,63c0826ef59eae66,The Disappearing Spoon And Other True Tales of Madness Love and the History of the World from the Periodic Table of the Elements,5,Science,Books,57.35,In stock,3,High,0-10
757,a6ab0cb7106a67f2,The Devil Wears Prada The Devil Wears Prada 1,1,Womens Fiction,Books,44.29,In stock,3,Medium,0-10
758,f51062bf579507d9,The DemonHaunted World Science as a Candle in the Dark,4,Default,Books,52.25,In stock,3,High,0-10
759,b22362b434e8ee62,The Day the Crayons Came Home Crayons,5,Childrens,Books,26.33,In stock,3,Medium,0-10
760,dabf11918b48b40c,The Da Vinci Code Robert Langdon 2,2,Fiction,Books,22.96,In stock,3,Low,0-10
761,1be6d3b121865edb,The Cuckoos Calling Cormoran Strike 1,1,Mystery,Books,19.21,In stock,3,Low,0-10
762,cad70d6ffd53912f,The Complete Stories and Poems The Works of Edgar Allan Poe Cameo Edition,4,Classics,Books,26.78,In stock,3,Medium,0-10
763,23707d3ddf14a999,The Complete Poems,5,Add a comment,Books,41.32,In stock,3,Medium,0-10
764,487449f4f6322f0f,The Catcher in the Rye,1,Add a comment,Books,24.55,In stock,3,Low,0-10
765,b7f475238ed50429,The Cat in the Hat Beginner Books B1,2,Childrens,Books,16.26,In stock,3,Low,0-10
766,970bd3316219e7dc,The Case for Christ Cases for Christianity,1,Add a comment,Books,47.84,In stock,3,Medium,0-10
767,a75e274c8814b539,The Book Thief,2,Default,Books,53.49,In stock,3,High,0-10
768,08decd9664e5d56e,The Book of Basketball The NBA According to The Sports Guy,5,Sports and Games,Books,44.84,In stock,3,Medium,0-10
769,cd3dcd83bb002e78,The Blind Side Evolution of a Game,5,Add a comment,Books,53.71,In stock,3,High,0-10
770,b04a6a0db525857d,The Autobiography of Malcolm X,2,Default,Books,23.43,In stock,3,Low,0-10
771,311634df10651e05,The Art of Simple Food Notes Lessons and Recipes from a Delicious Revolution,3,Food and Drink,Books,34.32,In stock,3,Medium,0-10
772,2858ac90c4758e1f,The Art of Fielding,1,Fiction,Books,22.1,In stock,3,Low,0-10
773,61002f3b7ba5d780,Surely Youre Joking Mr Feynman Adventures of a Curious Character,2,Science,Books,25.83,In stock,3,Medium,0-10
774,a11ae5f07572ef49,Stiff The Curious Lives of Human Cadavers,3,Nonfiction,Books,36.74,In stock,3,Medium,0-10
775,f08667e4c0458f37,Spilled Milk Based on a True Story,1,Nonfiction,Books,49.51,In stock,3,Medium,0-10
776,ac27ab4bcd9c492e,Something Borrowed Darcy  Rachel 1,5,Womens Fiction,Books,48.96,In stock,3,Medium,0-10
777,3fc9d51d1c4d6ba7,Something Blue Darcy  Rachel 2,1,Womens Fiction,Books,54.62,In stock,3,High,0-10
778,feaaae90514eb2ac,Soldier Talon 3,2,Fantasy,Books,24.72,In stock,3,Low,0-10
779,c57d3c96af23c297,Shopaholic  Baby Shopaholic 5,2,Default,Books,46.45,In stock,3,Medium,0-10
780,07806456878931bc,Seven Days in the Art World,2,Add a comment,Books,52.33,In stock,3,High,0-10
781,281a244ce1954711,Seven Brief Lessons on Physics,4,Science,Books,30.6,In stock,3,Medium,0-10
782,510832818edb6fbc,Scarlet The Lunar Chronicles 2,4,Young Adult,Books,14.57,In stock,3,Low,0-10
783,5b2cd5b31a510848,Sarahs Key,1,Add a comment,Books,46.29,In stock,3,Medium,0-10
784,7b870bf85d01c2dc,Saga Volume 3 Saga Collected Editions 3,5,Sequential Art,Books,21.57,In stock,3,Low,0-10
785,28921443f052bea6,Running with Scissors,4,Autobiography,Books,12.91,In stock,3,Low,0-10
786,b4f5672f68ec3a83,Rogue Lawyer Rogue Lawyer 1,3,Add a comment,Books,50.11,In stock,3,High,0-10
787,89cad3f37c9ce226,Rise of the Rocket Girls The Women Who Propelled Us from Missiles to the Moon to Mars,4,Nonfiction,Books,41.67,In stock,3,Medium,0-10
788,8e9dd8431170c09e,Rework,2,Business,Books,44.88,In stock,3,Medium,0-10
789,ecdf73ee66c33b17,Reservations for Two,3,Romance,Books,11.1,In stock,3,Low,0-10
790,4c8ece50736f9e88,Red The True Story of Red Riding Hood,3,Childrens,Books,28.54,In stock,3,Medium,0-10
791,2ef5dc7e278e562a,Ready Player One,4,Science Fiction,Books,19.07,In stock,3,Low,0-10
792,3c565df219ba3274,Quiet The Power of Introverts in a World That Cant Stop Talking,1,Default,Books,43.55,In stock,3,Medium,0-10
793,9707989a439757b4,Prodigy The Graphic Novel Legend The Graphic Novel 2,3,Sequential Art,Books,43.63,In stock,3,Medium,0-10
794,cb62418129b864a3,Persepolis The Story of a Childhood Persepolis 12,1,Sequential Art,Books,39.13,In stock,3,Medium,0-10
795,8e2dfd6bcf48e1e6,Packing for Mars The Curious Science of Life in the Void,2,Default,Books,56.68,In stock,3,High,0-10
796,09a7b0b566ad6225,Outliers The Story of Success,1,Nonfiction,Books,14.16,In stock,3,Low,0-10
797,c59283b05905c853,Original Fake,3,Sequential Art,Books,31.45,In stock,3,Medium,0-10
798,8378c899988905ee,Orange Is the New Black,2,Default,Books,24.61,In stock,3,Low,0-10
799,3250650a5c4e6f07,One for the Money Stephanie Plum 1,2,Default,Books,32.87,In stock,3,Medium,0-10
800,cb65e49993db9a93,Notes from a Small Island Notes From a Small Island 1,1,Nonfiction,Books,40.17,In stock,3,Medium,0-10
801,c4d9fce9eff3b8ba,Night The Night Trilogy 1,1,Nonfiction,Books,13.51,In stock,3,Low,0-10
802,747cf7fca2ccdbd4,Neither Here nor There Travels in Europe,3,Travel,Books,38.95,In stock,3,Medium,0-10
803,54aeeb4610d3ae08,Naked,3,Humor,Books,31.69,In stock,3,Medium,0-10
804,7ce5a92baabb6bc0,Morning Star Red Rising 3,1,Default,Books,29.4,In stock,3,Medium,0-10
805,7980fa06f2b704d8,Miracles from Heaven A Little Girl Her Journey to Heaven and Her Amazing Story of Healing,1,Nonfiction,Books,57.83,In stock,3,High,0-10
806,e9056f9b5a40a301,Midnight Riot Peter Grant Rivers of London  books 1,2,Fantasy,Books,55.46,In stock,3,High,0-10
807,abc4a7ee16c21088,Me Talk Pretty One Day,2,Autobiography,Books,57.6,In stock,3,High,0-10
808,546da23278482b0a,Manuscript Found in Accra,2,Add a comment,Books,34.98,In stock,3,Medium,0-10
809,0dcadb06206abd3c,Lust  Wonder,2,Autobiography,Books,11.87,In stock,3,Low,0-10
810,4ef75307fb64e2ad,Lila Gilead 3,3,Fiction,Books,12.47,In stock,3,Low,0-10
811,4b3f4f151c99f472,Life the Universe and Everything Hitchhikers Guide to the Galaxy 3,2,Science Fiction,Books,33.26,In stock,3,Medium,0-10
812,c53d9fefcda371e9,Life Without a Recipe,5,Autobiography,Books,59.04,In stock,3,High,0-10
813,4ec53ff7e2263f32,Life After Life,2,Default,Books,26.13,In stock,3,Medium,0-10
814,1de75f05d57bfc10,Letter to a Christian Nation,1,Nonfiction,Books,22.2,In stock,3,Low,0-10
815,1246e4ffeb5ac4ea,Lets Pretend This Never Happened A Mostly True Memoir,1,Nonfiction,Books,45.11,In stock,3,Medium,0-10
816,0ce8075fab4a2b5b,Legend Legend 1,4,Young Adult,Books,43.69,In stock,3,Medium,0-10
817,d5e1a9bfe22bbf9f,Lean In Women Work and the Will to Lead,1,Default,Books,25.02,In stock,3,Medium,0-10
818,190fbebbf798c31a,Lamb The Gospel According to Biff Christs Childhood Pal,5,Humor,Books,55.5,In stock,3,High,0-10
819,16e843e6b853cc2f,Lady Renegades Rebel Belle 3,5,Young Adult,Books,53.04,In stock,3,High,0-10
820,a0dd11f6abc421ec,Jurassic Park Jurassic Park 1,1,Fiction,Books,44.97,In stock,3,Medium,0-10
821,d4a29356fc992879,Its Never Too Late to Begin Again Discovering Creativity and Meaning at Midlife and Beyond,1,Nonfiction,Books,42.38,In stock,3,Medium,0-10
822,034829ffdd0a0aea,Is Everyone Hanging Out Without Me And Other Concerns,3,Default,Books,20.11,In stock,3,Low,0-10
823,a7c3f1010d64799a,Into the Wild,5,Nonfiction,Books,56.7,In stock,3,High,0-10
824,6c4646d90b60a56c,Inferno Robert Langdon 4,5,Fiction,Books,41.0,In stock,3,Medium,0-10
825,d8292cd5f1aca291,In the Garden of Beasts Love Terror and an American Family in Hitlers Berlin,3,Nonfiction,Books,28.85,In stock,3,Medium,0-10
826,61569d12d4ae7161,If I Run If I Run 1,4,Christian Fiction,Books,49.97,In stock,3,Medium,0-10
827,6b32b561dab8036c,Ive Got Your Number,1,Womens Fiction,Books,19.69,In stock,3,Low,0-10
828,8010c7c148057fd3,I Am Malala The Girl Who Stood Up for Education and Was Shot by the Taliban,2,Nonfiction,Books,28.88,In stock,3,Medium,0-10
829,6c4d17a46cac8787,Hungry Girl Clean  Hungry Easy AllNatural Recipes for Healthy Eating in the Real World,3,Food and Drink,Books,33.14,In stock,3,Medium,0-10
830,1812b8f5641287e3,House of Lost Worlds Dinosaurs Dynasties and the Story of Life on Earth,2,History,Books,43.7,In stock,3,Medium,0-10
831,557c03c284be1bf2,House of Leaves,1,Horror,Books,54.89,In stock,3,High,0-10
832,cc1ac978a6835ef6,Horrible Bear,2,Childrens,Books,37.52,In stock,3,Medium,0-10
833,0cb4856be3694a57,Holidays on Ice,2,Humor,Books,51.07,In stock,3,High,0-10
834,b003f8bb02f76dc5,Heir to the Sky,4,Fantasy,Books,44.07,In stock,3,Medium,0-10
835,621e2c310cec8d32,Green Eggs and Ham Beginner Books B16,4,Childrens,Books,10.79,In stock,3,Low,0-10
836,4f6985aca357ae09,Grayson Vol 3 Nemesis Grayson 3,1,Sequential Art,Books,42.72,In stock,3,Medium,0-10
837,c300cc9326592b65,Gratitude,5,Nonfiction,Books,26.66,In stock,3,Medium,0-10
838,d5c588b6f9c015e4,Gone Girl,5,Default,Books,37.6,In stock,3,Medium,0-10
839,984b3b6e7479b571,Golden Heart of Dread 3,4,Young Adult,Books,42.21,In stock,3,Medium,0-10
840,41fc5dce044f16f5,Girl in the Blue Coat,2,Historical Fiction,Books,46.83,In stock,3,Medium,0-10
841,d5f5a122a593b580,Fruits Basket Vol 3 Fruits Basket 3,2,Sequential Art,Books,45.17,In stock,3,Medium,0-10
842,a9aa3ed5b316470b,Friday Night Lights A Town a Team and a Dream,3,Sports and Games,Books,51.22,In stock,3,High,0-10
843,2ed3a794a70aa85f,Fire Bound Sea HavenSisters of the Heart 5,4,Add a comment,Books,21.28,In stock,3,Low,0-10
844,ed813a848580ba50,Fifty Shades Freed Fifty Shades 3,5,Adult Fiction,Books,15.36,In stock,3,Low,0-10
845,147019cae600694e,Fellside,1,Default,Books,38.62,In stock,3,Medium,0-10
846,588ba85ff11a3263,Extreme Prey Lucas Davenport 26,3,Mystery,Books,25.4,In stock,3,Medium,0-10
847,b843f52a986a2914,Eragon The Inheritance Cycle 1,3,Fantasy,Books,43.87,In stock,3,Medium,0-10
848,73f71f9556442117,Eclipse Twilight 3,1,Default,Books,18.74,In stock,3,Low,0-10
849,36d5884d44484277,Dune Dune 1,1,Science Fiction,Books,54.86,In stock,3,High,0-10
850,a7ec599c1a547746,Dracula,3,Default,Books,52.62,In stock,3,High,0-10
851,98330e431e56a9ea,Do Androids Dream of Electric Sheep Blade Runner 1,1,Science Fiction,Books,51.48,In stock,3,High,0-10
852,81372abc86f65c79,Disrupted My Misadventure in the StartUp Bubble,5,Nonfiction,Books,15.28,In stock,3,Low,0-10
853,04d858cdeeee0da4,Dead Wake The Last Crossing of the Lusitania,5,Default,Books,39.24,In stock,3,Medium,0-10
854,d234ddecef49ef4e,David and Goliath Underdogs Misfits and the Art of Battling Giants,1,Default,Books,17.81,In stock,3,Low,0-10
855,468bd274ac084bb9,Darkfever Fever 1,1,Fantasy,Books,56.02,In stock,3,High,0-10
856,66937c669c4da072,Dark Places,5,Default,Books,23.9,In stock,3,Low,0-10
857,c9782ad2a0ed9331,Crazy Rich Asians Crazy Rich Asians 1,5,Fiction,Books,49.13,In stock,3,Medium,0-10
858,157f693d9e600ccc,Counting Thyme,1,Childrens,Books,10.62,In stock,3,Low,0-10
859,dbe33cf29ef1623d,Cosmos,2,Add a comment,Books,36.17,In stock,3,Medium,0-10
860,396385e3de5d18c3,Civilization and Its Discontents,2,Psychology,Books,59.95,In stock,3,High,0-10
861,7e9579921e5407cb,Cinder The Lunar Chronicles 1,1,Young Adult,Books,26.09,In stock,3,Medium,0-10
862,ef49db2aaa9bb547,Catastrophic Happiness Finding Joy in Childhoods Messy Years,2,Parenting,Books,37.35,In stock,3,Medium,0-10
863,b461cf238506c5b8,Career of Evil Cormoran Strike 3,2,Mystery,Books,24.72,In stock,3,Low,0-10
864,bbfc4a3b7b6c94a0,Breaking Dawn Twilight 4,5,Default,Books,35.28,In stock,3,Medium,0-10
865,fd2337c1b73b686e,Brave Enough,5,Nonfiction,Books,51.32,In stock,3,High,0-10
866,8e0bc2fe4e7d35b5,Boy Meets Boy,3,Young Adult,Books,21.12,In stock,3,Low,0-10
867,e256de8aa0c2115f,Born to Run A Hidden Tribe Superathletes and the Greatest Race the World Has Never Seen,2,Nonfiction,Books,27.35,In stock,3,Medium,0-10
868,0bbc48294707ba96,Blink The Power of Thinking Without Thinking,5,Nonfiction,Books,21.74,In stock,3,Low,0-10
869,860318b8e244f39c,Black Flags The Rise of ISIS,1,Nonfiction,Books,40.87,In stock,3,Medium,0-10
870,15f415d436888b2d,Black Butler Vol 1 Black Butler 1,1,Sequential Art,Books,49.31,In stock,3,Medium,0-10
871,d3f9c4539c0caa64,Big Little Lies,1,Fiction,Books,22.11,In stock,3,Low,0-10
872,155e42df837ee5ff,Between Shades of Gray,5,Historical Fiction,Books,20.79,In stock,3,Low,0-10
873,67dea6c75d6a1075,Best of My Love Fools Gold 20,2,Romance,Books,27.41,In stock,3,Medium,0-10
874,3fb69f34e178d494,Beowulf,2,Classics,Books,38.35,In stock,3,Medium,0-10
875,5439bae708bca198,Beautiful Creatures Caster Chronicles 1,5,Default,Books,21.55,In stock,3,Low,0-10
876,1d89a2aa9f6ce50f,Awkward,2,Sequential Art,Books,38.02,In stock,3,Medium,0-10
877,5d22e2a46604b6e7,Ash,4,Fantasy,Books,22.06,In stock,3,Low,0-10
878,ef9c4f2465513956,Are We There Yet,3,Childrens,Books,10.66,In stock,3,Low,0-10
879,da0349a87c8caa2f,Are We Smart Enough to Know How Smart Animals Are,1,Nonfiction,Books,56.58,In stock,3,High,0-10
880,7bf87402413c27ff,Annie on My Mind,5,Young Adult,Books,36.83,In stock,3,Medium,0-10
881,cfe350b20d23b02b,And Then There Were None,2,Classics,Books,35.01,In stock,3,Medium,0-10
882,bcee4f289ff6699c,A Walk in the Woods Rediscovering America on the Appalachian Trail,4,Nonfiction,Books,30.48,In stock,3,Medium,0-10
883,5dbd6ec4e154ad2f,A Visit from the Goon Squad,5,Default,Books,14.08,In stock,3,Low,0-10
884,87beabf664115d79,A Storm of Swords A Song of Ice and Fire 3,2,Fantasy,Books,31.22,In stock,3,Medium,0-10
885,c9770bb1d5a492a0,A Heartbreaking Work of Staggering Genius,5,Autobiography,Books,54.29,In stock,3,High,0-10
886,f5873c8fc7760000,8 Keys to Mental Health Through Exercise,1,Psychology,Books,31.04,In stock,3,Medium,0-10
887,165affa7adb5eded,GIRLBOSS,1,Add a comment,Books,50.96,In stock,3,High,0-10
888,d2185b65af52d68c,The Suffragettes Little Black Classics 96,2,Nonfiction,Books,11.89,In stock,2,Low,0-10
889,4130678275eb7c8c,The Sense of an Ending,3,Add a comment,Books,31.38,In stock,2,Medium,0-10
890,276dc716b1da8899,The Sandman Vol 2 The Dolls House The Sandman volumes 2,1,Sequential Art,Books,54.81,In stock,2,High,0-10
891,f3c76b53b239f511,The Course of Love,3,Fiction,Books,16.78,In stock,2,Low,0-10
892,ce42e3de94226b2b,Sugar Rush Offensive Line 2,1,Sports and Games,Books,24.42,In stock,2,Low,0-10
893,9189fd009df41d0e,Saga Volume 2 Saga Collected Editions 2,3,Sequential Art,Books,11.75,In stock,2,Low,0-10
894,b0e479be03911916,Run Spot Run The Ethics of Keeping Pets,1,Philosophy,Books,20.02,In stock,2,Low,0-10
895,6fa3ea52c8e31e06,New Moon Twilight 2,4,Young Adult,Books,12.86,In stock,2,Low,0-10
896,637e5a45062aa548,Life,5,Music,Books,31.58,In stock,2,Medium,0-10
897,fb495f9f9015a772,Kindle Paperwhite Users Guide,3,Nonfiction,Books,34.0,In stock,2,Medium,0-10
898,b6d3f4f4ee1f6069,H is for Hawk,5,Nonfiction,Books,57.42,In stock,2,High,0-10
899,97b8f130d32e9f4e,Girl Online On Tour Girl Online 2,1,Young Adult,Books,53.47,In stock,2,High,0-10
900,c0db71f6bb14db11,Fruits Basket Vol 2 Fruits Basket 2,5,Sequential Art,Books,11.64,In stock,2,Low,0-10
901,d7b463918d3b8c39,Diary of a Minecraft Zombie Book 1 A Scare of a Dare An Unofficial Minecraft Book,4,Childrens,Books,52.88,In stock,2,High,0-10
902,09d26b5f819c6a36,Y The Last Man Vol 1 Unmanned Y The Last Man 1,4,Sequential Art,Books,18.51,In stock,1,Low,0-10
903,8ceb5c6aed2c5f8b,While You Were Mine,5,Historical Fiction,Books,41.32,In stock,1,Medium,0-10
904,def389ddfda6991b,Where Lightning Strikes Bleeding Stars 3,3,Romance,Books,39.77,In stock,1,Medium,0-10
905,c5f91eb481427dc5,When Im Gone,3,Fiction,Books,51.96,In stock,1,High,0-10
906,66a4e422b212726a,Ways of Seeing,5,Art,Books,39.51,In stock,1,Medium,0-10
907,e7e87087b1a44711,Vampire Knight Vol 1 Vampire Knight 1,1,Paranormal,Books,15.4,In stock,1,Low,0-10
908,dab5e75d1339706a,Vampire Girl Vampire Girl 1,2,Fantasy,Books,53.82,In stock,1,High,0-10
909,e63c3f25338baf9a,Twenty Love Poems and a Song of Despair,4,Poetry,Books,30.95,In stock,1,Medium,0-10
910,0268f149d014b389,Travels with Charley In Search of America,5,Nonfiction,Books,57.82,In stock,1,High,0-10
911,460f97a346b44bac,Three Wishes River of Time California 1,2,Science Fiction,Books,44.18,In stock,1,Medium,0-10
912,d6d98d3508c30f57,This One Moment Pushing Limits 1,1,Romance,Books,48.71,In stock,1,Medium,0-10
913,9c96cd1329fbd82d,The Zombie Room,5,Default,Books,19.69,In stock,1,Low,0-10
914,dac9d1e654fac737,The Wicked  The Divine Vol 1 The Faust Act The Wicked  The Divine,2,Sequential Art,Books,36.52,In stock,1,Medium,0-10
915,6514add13c82b115,The Tumor,5,Nonfiction,Books,41.56,In stock,1,Medium,0-10
916,32d035df92ab9080,The Story of Hong Gildong,4,Classics,Books,43.19,In stock,1,Medium,0-10
917,b78deb463531d078,The Silent Wife,5,Fiction,Books,12.34,In stock,1,Low,0-10
918,9e9932ae1a7d0943,The Silent Twin Detective Jennifer Knight 3,3,Fantasy,Books,36.25,In stock,1,Medium,0-10
919,6f2c0a9adbb2bca9,The Selfish Gene,1,Science,Books,29.45,In stock,1,Medium,0-10
920,38f776ab9118aed7,The Secret Healer,3,Historical Fiction,Books,34.56,In stock,1,Medium,0-10
921,5faefdc861684eb1,The Sandman Vol 1 Preludes and Nocturnes The Sandman volumes 1,3,Sequential Art,Books,54.12,In stock,1,High,0-10
922,0ec9d2b018fb10d8,The Republic,3,Add a comment,Books,33.78,In stock,1,Medium,0-10
923,f0512adadffd2480,The Odyssey,3,Add a comment,Books,29.64,In stock,1,Medium,0-10
924,b0913e67d38d5ed5,The No 1 Ladies Detective Agency No 1 Ladies Detective Agency 1,4,Mystery,Books,57.7,In stock,1,High,0-10
925,5c10b64db3e4f228,The Nicomachean Ethics,1,Philosophy,Books,36.34,In stock,1,Medium,0-10
926,c8614adb1a90b027,The Name of the Wind The Kingkiller Chronicle 1,3,Default,Books,50.59,In stock,1,High,0-10
927,c40b70e0f6d80189,The Mirror  the Maze The Wrath and the Dawn 15,1,Fantasy,Books,29.38,In stock,1,Medium,0-10
928,1aeca7d078d57deb,The Little Prince,2,Classics,Books,45.42,In stock,1,Medium,0-10
929,04e43893e32f9d29,The Light of the Fireflies,1,Add a comment,Books,54.43,In stock,1,High,0-10
930,16c71736dae78764,The Last Girl The Dominion Trilogy 1,2,Science Fiction,Books,36.26,In stock,1,Medium,0-10
931,86d8bd7afa5b51b3,The Iliad,1,Add a comment,Books,16.16,In stock,1,Low,0-10
932,6e473eff459e809f,The Hook Up Game On 1,5,New Adult,Books,36.29,In stock,1,Medium,0-10
933,fff8a057a40c4a60,The Haters,5,Young Adult,Books,27.89,In stock,1,Medium,0-10
934,4280ac3eab57aa5d,The Girl You Lost,5,Mystery,Books,12.29,In stock,1,Low,0-10
935,ee61197edb882599,The Girl In The Ice DCI Erika Foster 1,3,Mystery,Books,15.85,In stock,1,Low,0-10
936,09659d1639a1f978,The End of the Jesus Era An Investigation 1,1,Nonfiction,Books,14.4,In stock,1,Low,0-10
937,29fc016c459aeb14,The Edge of Reason Bridget Jones 2,4,Womens Fiction,Books,19.18,In stock,1,Low,0-10
938,3301af038a720587,The Complete Maus Maus 12,3,Sequential Art,Books,10.64,In stock,1,Low,0-10
939,18b4545a5ed15581,The Communist Manifesto,3,Add a comment,Books,14.76,In stock,1,Low,0-10
